endTime,artistName,trackName,msPlayed,timePlayed,tipo
2020-07-20 15:10:00,Quem Somos Nós?,Episode 326: Crises e Transformações da Humanidade com Dante Gallian (o mundo antigo),2380222,0 days 00:39:40.222000,podcast
2020-07-20 15:20:00,Baseado em Fatos Surreais,O caso da letra a,632302,0 days 00:10:32.302000,música
2020-07-20 15:25:00,Prancheta do PVC - Paulo Vinícius Coelho,A difícil tarefa de substituir Jorge Jesus,294048,0 days 00:04:54.048000,podcast
2020-07-20 15:54:00,Café da Manhã,A Polônia e os rumos da direita,927000,0 days 00:15:27,podcast
2020-07-20 16:17:00,Café da Manhã,A Polônia e os rumos da direita,185214,0 days 00:03:05.214000,podcast
2020-07-20 16:21:00,Café da Manhã,A Polônia e os rumos da direita,8010,0 days 00:00:08.010000,podcast
2020-07-20 16:21:00,Café da Manhã,A Polônia e os rumos da direita,205530,0 days 00:03:25.530000,podcast
2020-07-20 16:25:00,Café da Manhã,A Polônia e os rumos da direita,246440,0 days 00:04:06.440000,podcast
2020-07-20 16:51:00,Viracasacas Podcast,"#179 - Esportes, pandemia e (ir)responsabilidades - com Cris Charão e Filipe Kunrath",1576260,0 days 00:26:16.260000,podcast
2020-07-20 17:06:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,833060,0 days 00:13:53.060000,podcast
2020-07-20 17:34:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,253720,0 days 00:04:13.720000,podcast
2020-07-20 23:07:00,Molchat Doma,Судно (Борис Рижий),28120,0 days 00:00:28.120000,música
2020-07-21 00:46:00,Molchat Doma,Судно (Борис Рижий),113669,0 days 00:01:53.669000,música
2020-07-21 01:37:00,Viracasacas Podcast,"#180 - ""Dono é quem desmata"": bolsonarismo, grilagem e florestas em chamas - com Helena Palmquist e Luísa Molina",1164175,0 days 00:19:24.175000,podcast
2020-07-21 01:50:00,Viracasacas Podcast,"#180 - ""Dono é quem desmata"": bolsonarismo, grilagem e florestas em chamas - com Helena Palmquist e Luísa Molina",24070,0 days 00:00:24.070000,podcast
2020-07-21 01:50:00,Meu Time de Botão,Meu Time de Botão #205 Brasil 1969-70: A Caminhada até o Tri,8840,0 days 00:00:08.840000,podcast
2020-07-21 01:54:00,Belako,Fire Alarm,241691,0 days 00:04:01.691000,música
2020-07-21 01:57:00,Human Tetris,A Company,178466,0 days 00:02:58.466000,música
2020-07-21 02:02:00,Total Control,Flesh War,280852,0 days 00:04:40.852000,música
2020-07-21 02:05:00,Siouxsie and the Banshees,Spellbound,174419,0 days 00:02:54.419000,música
2020-07-21 03:32:00,Frank Ocean,Solo,162720,0 days 00:02:42.720000,música
2020-07-21 03:50:00,Meu Time de Botão,Meu Time de Botão #205 Brasil 1969-70: A Caminhada até o Tri,6438,0 days 00:00:06.438000,podcast
2020-07-21 03:50:00,Childish Gambino,Me and Your Mama,356670,0 days 00:05:56.670000,música
2020-07-21 04:27:00,Kid Cudi,Just What I Am,173920,0 days 00:02:53.920000,música
2020-07-21 13:26:00,Biz Markie,Just a Friend,25936,0 days 00:00:25.936000,música
2020-07-21 13:30:00,Tó Brandileone,Parador 2020,233000,0 days 00:03:53,música
2020-07-21 13:34:00,Tuyo,Sem Mentir,212401,0 days 00:03:32.401000,música
2020-07-21 13:35:00,Tuyo,Solamento,73680,0 days 00:01:13.680000,música
2020-07-21 14:16:00,Viracasacas Podcast,"#180 - ""Dono é quem desmata"": bolsonarismo, grilagem e florestas em chamas - com Helena Palmquist e Luísa Molina",425880,0 days 00:07:05.880000,podcast
2020-07-21 14:29:00,Viracasacas Podcast,"#180 - ""Dono é quem desmata"": bolsonarismo, grilagem e florestas em chamas - com Helena Palmquist e Luísa Molina",1633,0 days 00:00:01.633000,podcast
2020-07-21 14:30:00,Tuyo,Vidaloca,4147,0 days 00:00:04.147000,música
2020-07-21 14:33:00,Prancheta do PVC - Paulo Vinícius Coelho,Debandada do Santos pode se alastrar para outros times,190484,0 days 00:03:10.484000,podcast
2020-07-21 14:35:00,O 1º Café,PL02 - Redes sociais em campanhas eleitorais locais,97463,0 days 00:01:37.463000,música
2020-07-21 14:52:00,Durma com essa,Como a volta da CPMF aparece no debate da reforma tributária | 20.jul.20,1015963,0 days 00:16:55.963000,podcast
2020-07-21 14:54:00,Prancheta do PVC - Paulo Vinícius Coelho,'Flamengo pode surpreender na escolha do novo técnico',99186,0 days 00:01:39.186000,podcast
2020-07-21 15:28:00,História Preta,O Negro no Futebol | 4.  A Voz do Preto,1425920,0 days 00:23:45.920000,podcast
2020-07-21 16:06:00,História Preta,O Negro no Futebol | 4.  A Voz do Preto,136931,0 days 00:02:16.931000,podcast
2020-07-21 16:16:00,História Preta,O Negro no Futebol | 4.  A Voz do Preto,584797,0 days 00:09:44.797000,podcast
2020-07-21 16:16:00,THShow,Fininho da Semana s01e10 - Vikings Noiados,3452,0 days 00:00:03.452000,podcast
2020-07-21 16:17:00,Viracasacas Podcast,"#180 - ""Dono é quem desmata"": bolsonarismo, grilagem e florestas em chamas - com Helena Palmquist e Luísa Molina",22740,0 days 00:00:22.740000,podcast
2020-07-21 17:21:00,BAKA,Tela,30073,0 days 00:00:30.073000,música
2020-07-21 19:19:00,Los Coast,A Change Is Gonna Come,8550,0 days 00:00:08.550000,música
2020-07-21 19:20:00,Los Coast,Voila,25106,0 days 00:00:25.106000,música
2020-07-21 19:20:00,Benzina,"#01 | Conexão Benzina | Infantilização do homem, culpa branca e democracia ",30470,0 days 00:00:30.470000,podcast
2020-07-21 19:20:00,Hipsters Ponto Tech,O Hype do TypeScript – Hipsters #207,4401,0 days 00:00:04.401000,podcast
2020-07-21 19:24:00,Los Coast,A Change Is Gonna Come,203615,0 days 00:03:23.615000,música
2020-07-21 19:28:00,Los Coast,Monsters,232586,0 days 00:03:52.586000,música
2020-07-21 19:31:00,Los Coast,Simplify,211240,0 days 00:03:31.240000,música
2020-07-21 19:35:00,Los Coast,Graves,256933,0 days 00:04:16.933000,música
2020-07-21 19:39:00,Los Coast,(Everything But) The Kitchen Sink,247306,0 days 00:04:07.306000,música
2020-07-21 19:45:00,Los Coast,The Morning Weight,344026,0 days 00:05:44.026000,música
2020-07-21 19:50:00,Los Coast,Shadow Work,315333,0 days 00:05:15.333000,música
2020-07-21 19:54:00,Los Coast,Testify,203480,0 days 00:03:23.480000,música
2020-07-21 19:58:00,Los Coast,Masquerade,218226,0 days 00:03:38.226000,música
2020-07-21 20:01:00,Los Coast,Cymatics,177853,0 days 00:02:57.853000,música
2020-07-21 20:01:00,Naruhodo,Naruhodo #240 - Por que ruídos nos incomodam tanto?,2506410,0 days 00:41:46.410000,podcast
2020-07-21 20:12:00,Los Coast,(freedumb),49697,0 days 00:00:49.697000,música
2020-07-21 23:23:00,Los Coast,(freedumb),8156,0 days 00:00:08.156000,música
2020-07-21 23:23:00,Los Coast,Battles,8022,0 days 00:00:08.022000,música
2020-07-22 01:01:00,Ari Lennox,Chicago Boy,288659,0 days 00:04:48.659000,música
2020-07-22 01:04:00,Ari Lennox,BMO,146914,0 days 00:02:26.914000,música
2020-07-22 01:08:00,Ari Lennox,Broke (feat. JID),242000,0 days 00:04:02,música
2020-07-22 01:13:00,Ari Lennox,Up Late,266934,0 days 00:04:26.934000,música
2020-07-22 01:17:00,Ari Lennox,Shea Butter Baby (with J. Cole),211610,0 days 00:03:31.610000,música
2020-07-22 01:20:00,Ari Lennox,Speak To Me,210939,0 days 00:03:30.939000,música
2020-07-22 01:58:00,Benzina,"#01 | Conexão Benzina | Infantilização do homem, culpa branca e democracia ",61024,0 days 00:01:01.024000,podcast
2020-07-22 01:58:00,Rage Against The Machine,Sleep Now In the Fire,1060,0 days 00:00:01.060000,música
2020-07-22 02:02:00,Rage Against The Machine,"Sleep Now In the Fire - Live at the Grand Olympic Auditorium, Los Angeles, CA - September 2000",251600,0 days 00:04:11.600000,música
2020-07-22 03:24:00,Arcade Fire,Wake Up,191320,0 days 00:03:11.320000,música
2020-07-22 03:24:00,blink-182,Darkside,9110,0 days 00:00:09.110000,música
2020-07-22 03:27:00,blink-182,First Date,171533,0 days 00:02:51.533000,música
2020-07-22 03:32:00,Metallica,Whiskey In The Jar,304693,0 days 00:05:04.693000,música
2020-07-22 03:33:00,Descendents,I Don't Want To Grow Up,81266,0 days 00:01:21.266000,música
2020-07-22 03:35:00,Descendents,Hope,120360,0 days 00:02:00.360000,música
2020-07-22 03:36:00,blink-182,Adam's Song,33776,0 days 00:00:33.776000,música
2020-07-22 03:39:00,Mario,Closer,192011,0 days 00:03:12.011000,música
2020-07-22 03:42:00,dvsn,Between Us (feat. Snoh Aalegra),183750,0 days 00:03:03.750000,música
2020-07-22 03:45:00,Nevi,Invoice,151035,0 days 00:02:31.035000,música
2020-07-22 03:46:00,Julio Secchin,"FESTA DE ADEUS, Pt. 2",36240,0 days 00:00:36.240000,música
2020-07-22 03:46:00,Trey Songz,Back Home (feat. Summer Walker),60342,0 days 00:01:00.342000,música
2020-07-22 11:58:00,Pato Fu,Qualquer Bobagem,214346,0 days 00:03:34.346000,música
2020-07-22 12:03:00,Pato Fu,Datemi un Martello,162747,0 days 00:02:42.747000,música
2020-07-22 12:06:00,Pato Fu,Anormal,204826,0 days 00:03:24.826000,música
2020-07-22 12:10:00,Pato Fu,"Uh Uh Uh, La La La, Ié Ié!",195053,0 days 00:03:15.053000,música
2020-07-22 12:14:00,Pato Fu,Sorte E Azar,238226,0 days 00:03:58.226000,música
2020-07-22 12:17:00,Pato Fu,Simplicidade,203813,0 days 00:03:23.813000,música
2020-07-22 12:21:00,Tuyo,Sem Mentir,212401,0 days 00:03:32.401000,música
2020-07-22 12:26:00,Pato Fu,Canção Pra Você Viver Mais,324066,0 days 00:05:24.066000,música
2020-07-22 12:30:00,Pato Fu,O Que É Isso ?,213626,0 days 00:03:33.626000,música
2020-07-22 12:33:00,Pato Fu,Agridoce,224680,0 days 00:03:44.680000,música
2020-07-22 12:37:00,Pato Fu,Estudar Pra Que ?,192586,0 days 00:03:12.586000,música
2020-07-22 12:40:00,Pato Fu,Ando Meio Desligado,208973,0 days 00:03:28.973000,música
2020-07-22 12:45:00,Pato Fu,Perdendo Dentes,260800,0 days 00:04:20.800000,música
2020-07-22 12:49:00,Pato Fu,Depois,266200,0 days 00:04:26.200000,música
2020-07-22 12:52:00,Pato Fu,Amendoim,209573,0 days 00:03:29.573000,música
2020-07-22 12:55:00,Pato Fu,!,171613,0 days 00:02:51.613000,música
2020-07-22 12:59:00,Pato Fu,Made In Japan,209160,0 days 00:03:29.160000,música
2020-07-22 13:03:00,Pato Fu,"Sorria, Voce Esta Sendo Filmado",249866,0 days 00:04:09.866000,música
2020-07-22 13:07:00,Pato Fu,Sobre o Tempo,207533,0 days 00:03:27.533000,música
2020-07-22 13:11:00,Pato Fu,O Filho Predileto de Rajneesh,230200,0 days 00:03:50.200000,música
2020-07-22 13:14:00,Pato Fu,Eu,181200,0 days 00:03:01.200000,música
2020-07-22 13:20:00,Pato Fu,Um Ponto Oito,400373,0 days 00:06:40.373000,música
2020-07-22 13:24:00,Pato Fu,Anormal,204826,0 days 00:03:24.826000,música
2020-07-22 13:27:00,Pato Fu,"Uh Uh Uh, La La La, Ié Ié!",195053,0 days 00:03:15.053000,música
2020-07-22 13:41:00,Pato Fu,Datemi un Martello,145831,0 days 00:02:25.831000,música
2020-07-22 16:34:00,Benzina,"#01 | Conexão Benzina | Infantilização do homem, culpa branca e democracia ",3220924,0 days 00:53:40.924000,podcast
2020-07-22 16:39:00,Prancheta do PVC - Paulo Vinícius Coelho,Corinthians pode ser eliminado hoje na volta do Campeonato Paulista,340062,0 days 00:05:40.062000,podcast
2020-07-22 17:04:00,Café da Manhã,"Com figurões na mira, qual o futuro do PSDB",97920,0 days 00:01:37.920000,podcast
2020-07-22 17:25:00,Café da Manhã,"Com figurões na mira, qual o futuro do PSDB",1325430,0 days 00:22:05.430000,podcast
2020-07-22 17:26:00,Loop Matinal,"1193 - Quarta-feira, 22/7/2020",10410,0 days 00:00:10.410000,música
2020-07-22 17:38:00,Durma com essa,O bloqueio de contas digitais do auxílio emergencial | 21.jul.20,754330,0 days 00:12:34.330000,podcast
2020-07-22 17:57:00,Medo e Delírio em Brasília,"Dias 564, 565 e 566 | ""Idoso é covarde, rapá!"" | 18, 19 e 20/07/20",1148370,0 days 00:19:08.370000,podcast
2020-07-22 18:02:00,Medo e Delírio em Brasília,"Dias 564, 565 e 566 | ""Idoso é covarde, rapá!"" | 18, 19 e 20/07/20",268101,0 days 00:04:28.101000,podcast
2020-07-22 18:39:00,Hipsters Ponto Tech,O Hype do TypeScript – Hipsters #207,562312,0 days 00:09:22.312000,podcast
2020-07-23 00:37:00,Hipsters Ponto Tech,O Hype do TypeScript – Hipsters #207,578898,0 days 00:09:38.898000,podcast
2020-07-23 00:39:00,Prancheta do PVC - Paulo Vinícius Coelho,As incertezas no Flamengo após a saída de Jorge Jesus,121417,0 days 00:02:01.417000,podcast
2020-07-23 00:39:00,Prancheta do PVC - Paulo Vinícius Coelho,Palmeiras 127 x 127 Corinthians,29187,0 days 00:00:29.187000,podcast
2020-07-23 02:18:00,Meu Time de Botão,Meu Time de Botão #205 Brasil 1969-70: A Caminhada até o Tri,1700,0 days 00:00:01.700000,podcast
2020-07-23 02:18:00,Prancheta do PVC - Paulo Vinícius Coelho,Palmeiras 127 x 127 Corinthians,14064,0 days 00:00:14.064000,podcast
2020-07-23 02:38:00,Meu Time de Botão,Meu Time de Botão #205 Brasil 1969-70: A Caminhada até o Tri,1149365,0 days 00:19:09.365000,podcast
2020-07-23 03:12:00,Não Ouvo Podcasts,"Bicuda #111 - Que saudade do futebol mineiro, sô! (com Bruninho, do Cenas Lamentáveis)",2005466,0 days 00:33:25.466000,podcast
2020-07-23 03:24:00,Durma com essa,Por que o Brasil atrai testes de vacinas e remédios contra a covid | 22.jul.20,755099,0 days 00:12:35.099000,podcast
2020-07-23 03:55:00,Podcast Tecnopolítica,"Tecnopolítica #52: Pandemia, biopolítica e tecnologia",971219,0 days 00:16:11.219000,podcast
2020-07-23 03:57:00,Bad Religion,Chaos From Within,110320,0 days 00:01:50.320000,música
2020-07-23 04:29:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,1570462,0 days 00:26:10.462000,podcast
2020-07-23 04:30:00,Descendents,Good Good Things,4000,0 days 00:00:04,música
2020-07-23 04:33:00,Descendents,Good Good Things,138376,0 days 00:02:18.376000,música
2020-07-23 04:34:00,Dead Kennedys,Nazi Punks Fuck Off,63390,0 days 00:01:03.390000,música
2020-07-23 04:36:00,The Distillers,Dismantle Me,146627,0 days 00:02:26.627000,música
2020-07-23 15:12:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,2277397,0 days 00:37:57.397000,podcast
2020-07-23 18:26:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,1324354,0 days 00:22:04.354000,podcast
2020-07-23 19:29:00,Lado Black,Lado Black #95 • Estátuas e apagamentos simbólicos,852028,0 days 00:14:12.028000,podcast
2020-07-23 20:50:00,AntiCast,AntiCast 439 – Eleições 2020: O que mudou?,3135111,0 days 00:52:15.111000,podcast
2020-07-24 01:45:00,AntiCast,AntiCast 439 – Eleições 2020: O que mudou?,2210917,0 days 00:36:50.917000,podcast
2020-07-24 13:51:00,AntiCast,AntiCast 439 – Eleições 2020: O que mudou?,554782,0 days 00:09:14.782000,podcast
2020-07-24 14:47:00,AntiCast,AntiCast 439 – Eleições 2020: O que mudou?,1380424,0 days 00:23:00.424000,podcast
2020-07-24 15:49:00,Podcast Tecnopolítica,Tecnopolítica #48: Dataficação e o sequestro do futuro,13663,0 days 00:00:13.663000,podcast
2020-07-24 22:53:00,Podcast Tecnopolítica,Tecnopolítica #48: Dataficação e o sequestro do futuro,2648790,0 days 00:44:08.790000,podcast
2020-07-24 23:06:00,Podcast Tecnopolítica,Tecnopolítica #48: Dataficação e o sequestro do futuro,647560,0 days 00:10:47.560000,podcast
2020-07-25 00:50:00,Podcast Tecnopolítica,Tecnopolítica #48: Dataficação e o sequestro do futuro,265999,0 days 00:04:25.999000,podcast
2020-07-25 01:57:00,ANTIVÍRUS,Antivírus 10 - Um papo sobre a #brequedosapps,1927068,0 days 00:32:07.068000,podcast
2020-07-25 02:12:00,Durand Jones & The Indications,Never Heard 'Em Say,26648,0 days 00:00:26.648000,música
2020-07-25 02:15:00,Durand Jones & The Indications,Never Heard 'Em Say,149001,0 days 00:02:29.001000,música
2020-07-25 02:18:00,Rincon Sapiência,Malícia,204005,0 days 00:03:24.005000,música
2020-07-25 02:21:00,Jaden,Cabin Fever,195535,0 days 00:03:15.535000,música
2020-07-25 02:24:00,Tropkillaz,Ziriguidum,186000,0 days 00:03:06,música
2020-07-25 02:28:00,The Avalanches,"Wherever You Go (feat. Jamie xx, Neneh Cherry & CLYPSO)",219170,0 days 00:03:39.170000,música
2020-07-25 02:31:00,Gorillaz,Pac-Man (feat. ScHoolboy Q),192880,0 days 00:03:12.880000,música
